filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,label
28ztpEcGCL6Ji3nOUQZR1.wav,-203.75811767578125,52.9058837890625,-0.2716687321662903,-11.49306869506836,-49.961490631103516,-5.735136985778809,-20.74146842956543,-11.947540283203125,-21.034351348876953,-26.892227172851562,-17.837120056152344,10.369264602661133,-7.388680934906006,-2.408953905105591,1.0091696977615356,-0.39122137427330017,-1.0549309253692627,0.32189467549324036,-0.13521786034107208,-0.27244043350219727,-0.10708993673324585,-0.1583520472049713,-0.012440568767488003,-0.26918643712997437,-0.6820077896118164,0.42833882570266724,-1.2326340675354004,0.0013074874877929688,0.3065451681613922,0.34708550572395325,0.2941642105579376,0.008434882387518883,0.48996639251708984,-0.1560698300600052,0.11473222076892853,0.26790502667427063,-0.020186996087431908,0.03882158547639847,0.04427386075258255,1
28ztpEcGCL6Ji3nOUQZR2.wav,-183.86668395996094,76.2477798461914,2.141530990600586,0.7595967054367065,-49.129581451416016,-4.651462078094482,-12.0011568069458,-11.492206573486328,-19.9754581451416,-15.751900672912598,-10.21607780456543,9.37197208404541,-12.243468284606934,-11.609684944152832,-0.028416592627763748,-0.06370416283607483,-0.426287978887558,0.3857044279575348,-0.6655211448669434,0.3618617057800293,-0.04147586598992348,0.1492016613483429,0.02094273827970028,0.5061095952987671,0.10887787491083145,0.0942678153514862,-4.7571587562561035,-1.0748845338821411,0.394632488489151,0.01723841205239296,0.7592695951461792,0.6436851024627686,0.2408646196126938,0.08804075419902802,0.27700096368789673,0.5221429467201233,0.3832046389579773,0.04125198349356651,0.6886301040649414,1
28ztpEcGCL6Ji3nOUQZR3.wav,-176.56893920898438,86.97345733642578,-5.390369892120361,-10.709627151489258,-53.429317474365234,1.8541992902755737,-20.96289825439453,-7.6314568519592285,-20.652658462524414,-23.73479461669922,-2.515570878982544,13.582030296325684,-23.734771728515625,-13.393446922302246,-0.5803670287132263,0.6713476777076721,-0.12253093719482422,0.8780964016914368,-0.659075140953064,0.31491583585739136,-0.9519184827804565,-0.3239630162715912,0.1558285504579544,-0.00951914768666029,0.08146808296442032,0.8041282296180725,-6.478228569030762,-1.1573277711868286,0.23131030797958374,-0.167714461684227,0.9602540731430054,-0.03713934123516083,-0.16720221936702728,0.3120145797729492,0.6157976984977722,0.283169150352478,0.6253558397293091,0.025262955576181412,0.8938466310501099,1
2PT1RXQOyNToPfv0VGXG1.wav,-251.67079162597656,115.92870330810547,20.44624137878418,9.437206268310547,15.917215347290039,10.967273712158203,-2.7844996452331543,-0.017272012308239937,2.9640095233917236,-2.83036208152771,-10.10575008392334,1.2307727336883545,-0.024165133014321327,-6.193817615509033,0.461567759513855,1.890143871307373,0.7613045573234558,0.055440209805965424,0.3333873152732849,0.3496285676956177,0.6438480019569397,0.2147713303565979,-0.11546365916728973,0.32674768567085266,0.1070396676659584,0.25331705808639526,-3.165863513946533,-0.8719021081924438,0.3794909119606018,-0.32343998551368713,0.24039018154144287,0.047541894018650055,-0.16130980849266052,-0.1251962035894394,-0.19640426337718964,0.09207581728696823,-0.04937698692083359,-0.21901538968086243,-0.1548866480588913,1
2PT1RXQOyNToPfv0VGXG2.wav,-259.3099670410156,77.06171417236328,14.046440124511719,3.282712697982788,6.169074535369873,20.787813186645508,-2.9465677738189697,1.3806167840957642,-3.324655055999756,-9.69836711883545,-12.116744995117188,-0.1976446509361267,1.4190304279327393,-2.898810863494873,1.6857709884643555,0.5866082310676575,0.49375441670417786,0.3809884488582611,0.730232834815979,0.5838269591331482,0.19040830433368683,0.29089975357055664,0.15061582624912262,-0.06712781637907028,0.30553001165390015,0.4041958451271057,-4.717280864715576,-1.160918951034546,0.08390594273805618,-0.19785557687282562,0.12707439064979553,0.03645440936088562,-0.1378805786371231,0.08253396302461624,-0.05713750422000885,-0.04615166410803795,0.19010211527347565,0.06207527965307236,-0.018634455278515816,1
2PT1RXQOyNToPfv0VGXG3.wav,-293.7235412597656,86.56419372558594,16.477855682373047,11.335556983947754,13.71879768371582,18.891353607177734,4.563654899597168,0.3649459183216095,2.323601722717285,-0.08413652330636978,-5.202823162078857,-1.7897247076034546,1.8045481443405151,1.7654049396514893,0.18469060957431793,0.10644298046827316,-0.013897350057959557,-0.5391789078712463,0.04898558929562569,0.2557617127895355,0.278221070766449,0.4424685835838318,0.3201361298561096,0.13348323106765747,0.6367273926734924,0.25887152552604675,-4.939627170562744,-0.6636675596237183,-0.14940769970417023,-0.4631395637989044,0.22474926710128784,0.3323092758655548,0.051623765379190445,0.17320388555526733,-0.03854307159781456,-0.12274298071861267,0.18279585242271423,-0.011998588219285011,-0.17532698810100555,1
4dHp6hI45xsnqmD1zBND1.wav,-146.78924560546875,66.74099731445312,-18.418527603149414,-3.038985013961792,-19.214420318603516,-2.3974926471710205,-28.40524673461914,-37.101505279541016,1.2058628797531128,1.3637497425079346,-28.672645568847656,-4.774053573608398,-19.84467887878418,-11.947629928588867,2.4109184741973877,1.402270793914795,-0.7364163994789124,1.0762711763381958,0.7453048229217529,-0.010655151680111885,-0.18018968403339386,-0.9991295337677002,0.22726194560527802,-0.32277190685272217,-0.3503967821598053,0.38931649923324585,-3.921463966369629,-1.9674955606460571,0.5981408357620239,1.1921744346618652,0.34212052822113037,-0.468746542930603,0.24092786014080048,0.25229039788246155,0.2896650433540344,0.35902923345565796,0.7161471843719482,0.4079939126968384,-0.03741953521966934,1
4dHp6hI45xsnqmD1zBND2.wav,-236.14076232910156,52.133888244628906,-16.050752639770508,7.5160017013549805,-13.637967109680176,-6.713934421539307,-35.408599853515625,-23.184825897216797,-4.349287509918213,5.172304153442383,-30.94850730895996,-7.0037665367126465,-11.892252922058105,-16.754039764404297,0.0019755642861127853,3.7717487812042236,1.8322683572769165,2.155977249145508,0.5207162499427795,0.16102050244808197,-0.18325898051261902,-0.8328797221183777,-0.7036299705505371,0.10680574178695679,-0.7895779609680176,-0.11287194490432739,-1.075155258178711,-0.826245903968811,-1.0475432872772217,-0.0014695945428684354,-0.23919051885604858,-0.10984524339437485,0.4271714389324188,0.0621059350669384,-0.12711931765079498,0.4729709029197693,0.14894960820674896,0.12655365467071533,0.07636480033397675,1
4dHp6hI45xsnqmD1zBND3.wav,-254.46031188964844,59.09834671020508,-30.484487533569336,-11.410531044006348,-27.595359802246094,8.661604881286621,-40.76947784423828,-34.71828079223633,-8.648687362670898,4.21783971786499,-29.921417236328125,-6.452035903930664,-22.96340560913086,-16.082569122314453,1.9346553087234497,2.6311042308807373,0.49011939764022827,2.6572070121765137,1.0520312786102295,1.060133457183838,-0.44236984848976135,-0.42954879999160767,-0.2984732389450073,-0.4236080050468445,-1.214620590209961,-0.17134107649326324,-2.6889498233795166,-1.8693915605545044,-0.2740653455257416,0.3430008888244629,-0.08016535639762878,-0.5894478559494019,0.20942561328411102,0.20097923278808594,0.07955952733755112,0.32688087224960327,0.6385574340820312,0.17545421421527863,0.2696276903152466,1
8qlVW6pbv5ZjoeUlmtwA1.wav,-215.29269409179688,102.15206909179688,-9.881743431091309,-1.2169177532196045,4.638521194458008,0.9802026152610779,-0.09474510699510574,0.5069172978401184,-31.659948348999023,-7.699650287628174,6.2862229347229,-0.07794909179210663,-8.71872615814209,-7.65875244140625,-0.1675781011581421,1.6716980934143066,0.34741905331611633,-0.2561715543270111,1.4248526096343994,0.49841734766960144,0.21342982351779938,0.4094039499759674,0.6791911721229553,0.22909501194953918,0.3015802204608917,0.1555471420288086,-4.113080024719238,0.22727316617965698,0.052021466195583344,0.18713828921318054,0.1650000363588333,-0.3569332957267761,-0.02995879203081131,-0.3546278178691864,-0.020677128806710243,-0.25619980692863464,-0.04398317635059357,0.0030976070556789637,0.06656328588724136,1
